200,English,Русский,French,Danish,Indonesian,Korean,Swedish,Tuskish,Ukranian,Vietnamese,Hungarian,German,Finnish,Czech,Italian,Norwegian,Chinese Trad,Chinese Simplified,Thai,Japanese,Romanian ,Arabic,Slovak,Spanish,Polish,Dutch,Portugese,hebrew
US_Wisconsin_North,Eau Claire,О-Клэр,Eau Claire,Eau Claire,Eau Claire,오클레어,Eau Claire,Eau Claire,О-Клер,Eau Claire,Eau Claire,Eau Claire,Eau Claire,Eau Claire,Eau Claire,Eau Claire,歐克雷爾,欧克雷尔,โอแคลร์,オークレア,Eau Claire,أو كلير,Eau Claire,Eau Claire,Eau Claire,Eau Claire,Eau Claire,
US_Wyoming,Wyoming,Вайоминг,Wyoming,Wyoming,Wyoming,와이오밍 주,Wyoming,Wyoming,Вайомінг,Wyoming,Wyoming,Wyoming,Wyoming,Wyoming,Wyoming,Wyoming,懷俄明州,怀俄明州,รัฐไวโอมิง,ワイオミング州,Wyoming,وايومنغ,Wyoming,Wyoming,Wyoming,Wyoming,Wyoming,ויומינג
Uganda,Uganda,Уганда,Ouganda,Uganda,Uganda,우간다,Uganda,Uganda,Уганда,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda,烏干達,乌干达,ประเทศยูกันดา,ウガンダ,Uganda,أوغندا,Uganda,Uganda,Uganda,Oeganda,Uganda,אוגנדה
Ukraine,Ukraine,Украина,Ukraine,Ukraine,Ukraina,우크라이나,Ukraina,Ukrayna,Україна,Ukraina,Ukrajna,Ukraine,Ukraina,Ukrajina,Ucraina,Ukraina,烏克蘭,乌克兰,ประเทศยูเครน,ウクライナ,Ucraina,أوكرانيا,Ukrajina,Ucrania,Ukraina,Oekraïne,Ucrânia,אוקראינה
Ukraine_Cherkasy Oblast,Cherkasy Oblast,Черкасская область,Oblast de Tcherkassy,Tjerkasi oblast,Oblast Cherkasy,체르카시 주,Tjerkasy oblast,Çerkası Oblastı,Черкаська область,Cherkasy,Cserkaszi terület,Oblast Tscherkassy,Tšerkasyn alue,Čerkaská oblast,Oblast' di Čerkasy,Tsjerkasy oblast,切爾卡瑟州,切尔卡瑟州,แคว้นปกครองตนเองเชอร์คาซี,チェルカースィ州,Regiunea Cerkasî,محافظة تشيركاسي,Čerkaská oblasť,Óblast de Cherkasy,Obwód czerkaski,Oblast Tsjerkasy,Oblast de Tcherkássi,מחוז צ'רקאסי
Ukraine_Chernihiv Oblast,Chernihiv Oblast,Черниговская область,Oblast de Tchernihiv,Tjernihiv oblast,Oblast Chernihiv,체르니히우 주,Tjernihiv oblast,Çernigov Oblastı,Чернігівська область,Chernihiv,Csernyihivi terület,Oblast Tschernihiw,Tšernihivin alue,Černihivská oblast,Oblast' di Černihiv,Tsjernihiv oblast,切爾尼戈夫州,切尔尼戈夫州,แคว้นปกครองตนเองเชอร์นิฮิฟ,チェルニーヒウ州,Regiunea Cernigău,تشرنيهيف أوبلاست,Černihivská oblasť,Óblast de Chernihiv,Obwód czernihowski,Oblast Tsjernihiv,Oblast de Chernigov,מחוז צ'רניהיב
Ukraine_Chernivtsi Oblast,Chernivtsi Oblast,Черновицкая область,Oblast de Tchernivtsi,Tjernivtsi oblast,Oblast Chernivtsi,체르니우치 주,Tjernivtsi oblast,Çernovtsi Oblastı,Чернівецька область,Chernivtsi,Csernyivci terület,Oblast Tscherniwzi,Tšernivtsin alue,Černovická oblast,Oblast' di Černivci,Tsjernivtsi oblast,切爾諾夫策州,切尔诺夫策州,แคว้นปกครองตนเองเชอร์นิฟซี,チェルニウツィー州,Regiunea Cernăuți,تشيرنيفتسي أوبلاست,Černovická oblasť,Óblast de Chernivtsi,Obwód czerniowiecki,Oblast Tsjernivtsi,Oblast de Chernivtsi,מחוז צ'רנוביץ
Ukraine_Dnipropetrovsk Oblast,Dnipropetrovsk Oblast,Днепропетровская область,Oblast de Dnipropetrovsk,Dnipropetrovsk oblast,Oblast Dnipropetrovsk,드니프로페트로우시크 주,Dnipropetrovsk oblast,Dnipropetrovsk Oblastı,Дніпропетровська область,Dnipropetrovsk,Dnyipropetrovszki terület,Oblast Dnipropetrowsk,Dnepropetrovskin alue,Dněpropetrovská oblast,Oblast' di Dnipropetrovs'k,Dnipropetrovsk oblast,第聶伯羅彼得羅夫斯克州,第聂伯罗彼得罗夫斯克州,แคว้นปกครองตนเองดนิพรอเพโทรวสก์,ドニプロペトロウシク州,Regiunea Dniepropetrovsk,دنيبروبتروفسك أوبلاست,Dnepropetrovská oblasť,Óblast de Dnipropetrovsk,Obwód dniepropetrowski,Oblast Dnjepropetrovsk,Oblast de Dnipropetrovsk,מחוז דנפרופטרובסק
Ukraine_Donetsk Oblast,Donetsk Oblast,Донецкая область,Oblast de Donetsk,Donetsk Oblast,Oblast Donetsk,도네츠크 주,Donetsk oblast,Donetsk Oblastı,Донецька область,Donetsk (tỉnh),Donecki terület,Oblast Donezk,Donetskin alue,Doněcká oblast,Oblast' di Donec'k,Donetsk oblast,頓涅茨克州,顿涅茨克州,แคว้นปกครองตนเองโดเนตสก์,ドネツィク州,Regiunea Donețk,دونيتسك أوبلاست,Donecká oblasť,Óblast de Donetsk,Obwód doniecki,Oblast Donetsk,Oblast de Donetsk,מחוז דונצק
Ukraine_Ivano-Frankivsk Oblast,Ivano-Frankivsk Oblast,Ивано-Франковская область,Oblast d'Ivano-Frankivsk,Ivano-Frankivsk oblast,Oblast Ivano-Frankivsk,이바노프란키우시크 주,Ivano-Frankivsk oblast,İvano-Frankivsk Oblastı,Івано-Франківська область,Ivano-Frankivsk,Ivano-frankivszki terület,Oblast Iwano-Frankiwsk,Ivano-Frankivskin alue,Ivanofrankivská oblast,Oblast' di Ivano-Frankivs'k,Ivano-Frankivsk oblast,伊萬諾-弗蘭科夫斯克州,伊万诺-弗兰科夫斯克州,แคว้นปกครองตนเองอิวาโน-แฟรงกิฟสก์,イヴァーノ＝フランキーウシク州,Regiunea Ivano-Frankivsk,إيفانو فرانكيفسك أوبلاست,Ivanofrankivská oblasť,Óblast de Ivano-Frankivsk,Obwód iwanofrankiwski,Oblast Ivano-Frankivsk,Oblast de Ivano-Frankivsk,מחוז איוונו-פרנקיבסק
Ukraine_Kharkiv Oblast,Kharkiv Oblast,Харьковская область,Oblast de Kharkiv,Kharkiv oblast,Oblast Kharkiv,하르키우 주,Charkiv oblast,Harkiv Oblastı,Харківська область,Kharkiv,Harkivi terület,Oblast Charkiw,Harkovan alue,Charkovská oblast,Oblast' di Charkiv,Kharkiv oblast,哈爾科夫州,哈尔科夫州,แคว้นปกครองตนเองคาร์คิฟ,ハルキウ州,Regiunea Harkov,خاركيف أوبلاست,Charkovská oblasť,Óblast de Járkov,Obwód charkowski,Oblast Charkov,Oblast de Kharkiv,מחוז חרקוב
Ukraine_Kherson Oblast,Kherson Oblast,Херсонская область,Oblast de Kherson,Kherson oblast,Oblast Kherson,헤르손 주,Cherson oblast,Herson Oblastı,Херсонська область,Kherson,Herszoni terület,Oblast Cherson,Hersonin alue,Chersonská oblast,Oblast' di Cherson,Kherson oblast,赫爾松州,赫尔松州,แคว้นปกครองตนเองเคอร์ซัน,ヘルソン州,Regiunea Herson,خيرسون أوبلاست,Chersonská oblasť,Óblast de Jersón,Obwód chersoński,Oblast Cherson,Oblast de Kherson,מחוז חרסון
Ukraine_Khmelnytskyi Oblast,Khmelnytsky Oblast,Хмельницкая область,Oblast de Khmelnitski,Khmelnitskij oblast,Oblast Khmelnytskyi,흐멜니츠키 주,Chmelnytskyj oblast,Hmelnitski Oblastı,Хмельницька область,Khmelnytskyi,Hmelnickiji terület,Oblast Chmelnyzkyj,Hmelnitskyin alue,Chmelnycká oblast,Oblast' di Chmel'nyc'kyj,Khmelnytskyj oblast,赫梅利尼茨基州,赫梅利尼茨基州,แคว้นปกครองตนเองคเมลนิตสกี,フメリヌィーツィクィイ州,Regiunea Hmelnițki,خملنيتسكي أوبلاست,Chmeľnycká oblasť,Óblast de Jmelnitski,Obwód chmielnicki,Oblast Chmelnytsky,Oblast de Khmelnitski,מחוז חמלניצקי
Ukraine_Kirovohrad Oblast,Kirovohrad Oblast,Кировоградская область,Oblast de Kirovohrad,Kirovograd oblast,Oblast Kirovohrad,키로보흐라드 주,Kirovohrad oblast,Kirovograd Oblastı,Кіровоградська область,Kirovohrad,Kirovohradi terület,Oblast Kirowohrad,Kirovohradin alue,Kirovohradská oblast,Oblast' di Kirovohrad,Kirovohrad oblast,基洛夫格勒州,基洛夫格勒州,แคว้นปกครองตนเองคิโรโวราด,キロヴォフラード州,Regiunea Kirovohrad,كيروفوهراد أوبلاست,Kirovohradská oblasť,Óblast de Kirovogrado,Obwód kirowohradzki,Oblast Kirovohrad,Oblast de Kirovogrado,מחוז קירובוגרד
Ukraine_Kyiv Oblast,Kiev Oblast,Киевская область,Oblast de Kiev,Kijev oblast,Oblast Kiev,키예프 주,Kiev oblast,Kiev Oblastı,Київська область,Kiev,Kijev megye,Oblast Kiew,Kiovan alue,Kyjevská oblast,Oblast' di Kiev,Kiev oblast,基輔州,基辅州,แคว้นปกครองตนเองเคียฟ,キエフ州,Regiunea Kiev,كييف أوبلاست,Kyjevská oblasť,Óblast de Kiev,Obwód kijowski,Oblast Kiev,Oblast de Kiev,מחוז קייב
Ukraine_Luhansk Oblast,Luhansk Oblast,Луганская область,Oblast de Louhansk,Lugansk oblast,Oblast Luhansk,루한시크 주,Luhansk oblast,Luhansk Oblastı,Луганська область,Luhansk,Luhanszki terület,Oblast Luhansk,Luhanskin alue,Luhanská oblast,Oblast' di Luhans'k,Luhansk oblast,盧甘斯克州,卢甘斯克州,แคว้นปกครองตนเองลูฮันสก์,ルハーンシク州,Regiunea Luhansk,لوهانسك أوبلاست,Luhanská oblasť,Óblast de Lugansk,Obwód ługański,Oblast Loehansk,Oblast de Lugansk,מחוז לוהנסק
Ukraine_Lviv Oblast,Lviv Oblast,Львовская область,Oblast de Lviv,Lviv oblast,Oblast Lviv,리비우 주,Lviv oblast,Lviv Oblastı,Львівська область,Lviv,Lvivi terület,Oblast Lwiw,Lvivin alue,Lvovská oblast,Oblast' di Leopoli,Lviv oblast,利沃夫州,利沃夫州,แคว้นปกครองตนเองลวิฟ,リヴィウ州,Regiunea Liov,لفيف أوبلاست,Ľvovská oblasť,Óblast de Leópolis,Obwód lwowski,Oblast Lviv,Oblast de Lviv,מחוז לבוב
Ukraine_Mykolaiv Oblast,Mykolaiv Oblast,Николаевская область,Oblast de Mykolaïv,Mikolaiv oblast,Oblast Mykolaiv,미콜라이우 주,Mykolajiv oblast,Mıkolayiv Oblastı,Миколаївська область,Mykolaiv,Mikolajivi terület,Oblast Mykolajiw,Mykolajivin alue,Nikolajevská oblast,Oblast' di Mykolaïv,Mykolajiv oblast,尼古拉耶夫州,尼古拉耶夫州,แคว้นปกครองตนเองไมโคลาอิฟ,ムィコラーイウ州,Regiunea Mîkolaiv,ميكولايف أوبلاست,Mykolajivská oblasť,Óblast de Mykolaiv,Obwód mikołajowski,Oblast Mykolajiv,Oblast de Mikolaiv,מחוז מיקולאייב
Ukraine_Odessa Oblast,Odessa Oblast,Одесская область,Oblast d'Odessa,Odessa oblast,Oblast Odessa,오데사 주,Odessa oblast,Odessa Oblastı,Одеська область,Odessa,Odesszai terület,Oblast Odessa,Odessan alue,Oděská oblast,Oblast' di Odessa,Odessa oblast,敖德薩州,敖德萨州,แคว้นปกครองตนเองโอเดสซา,オデッサ州,Regiunea Odesa,أوديسا أوبلاست,Odeská oblasť,Óblast de Odesa,Obwód odeski,Oblast Odessa,Oblast de Odessa,מחוז אודסה
Ukraine_Poltava Oblast,Poltava Oblast,Полтавская область,Oblast de Poltava,Poltava oblast,Oblast Poltava,폴타바 주,Poltava oblast,Poltava Oblastı,Полтавська область,Poltava,Poltavai terület,Oblast Poltawa,Pultavan alue,Poltavská oblast,Oblast' di Poltava,Poltava oblast,波爾塔瓦州,波尔塔瓦州,แคว้นปกครองตนเองโพลตาวา,ポルタヴァ州,Regiunea Poltava,بولتافا أوبلاست,Poltavská oblasť,Óblast de Poltava,Obwód połtawski,Oblast Poltava,oblast de Poltava,מחוז פולטבה
Ukraine_Rivne Oblast,Rivne Oblast,Ровненская область,Oblast de Rivne,Rivne oblast,Oblast Rivne,리우네 주,Rivne oblast,Rivne Oblastı,Рівненська область,Rivne,Rovno megye,Oblast Riwne,Rivnen alue,Rovenská oblast,Oblast' di Rivne,Rivne oblast,羅夫諾州,罗夫诺州,แคว้นปกครองตนเองไรฟวน์,リウネ州,Regiunea Rivne,ريفنا أوبلاست,Rivnenská oblasť,Óblast de Rivne,Obwód rówieński,Oblast Rivne,Oblast de Rivne,מחוז רובנו
Ukraine_Sumy Oblast,Sumy Oblast,Сумская область,Oblast de Soumy,Sumi oblast,Oblast Sumy,수미 주,Sumy oblast,Sumi Oblastı,Сумська область,Sumi,Szumi terület,Oblast Sumy,Sumyn alue,Sumská oblast,Oblast' di Sumy,Sumy oblast,蘇梅州,苏梅州,แคว้นปกครองตนเองซูมี,スームィ州,Regiunea Sumî,سومي أوبلاست,Sumská oblasť,Óblast de Sumy,Obwód sumski,Oblast Soemy,Oblast de Sumi,מחוז סומי
Ukraine_Ternopil Oblast,Ternopil Oblast,Тернопольская область,Oblast de Ternopil,Ternopil oblast,Oblast Ternopil,테르노필 주,Ternopil oblast,Ternopil Oblastı,Тернопільська область,Ternopil,Ternopili terület,Oblast Ternopil,Ternopilin alue,Ternopilská oblast,Oblast' di Ternopil',Ternopil oblast,捷爾諾波爾州,捷尔诺波尔州,แคว้นปกครองตนเองเทอร์โนพิล,テルノーピリ州,Regiunea Ternopil,تيرنوبل أوبلاست,Ternopiľská oblasť,Óblast de Ternópil,Obwód tarnopolski,Oblast Ternopil,Oblast de Ternopil,מחוז טרנופול
Ukraine_Vinnytsia Oblast,Vinnytsia Oblast,Винницкая область,Oblast de Vinnytsia,Vinnitsja oblast,Oblast Vinnytsia,빈니차 주,Vinnytsia oblast,Vinnitsa Oblastı,Вінницька область,Vinnytsia,Vinnicjai terület,Oblast Winnyzja,Vinnytsjan alue,Vinnycká oblast,Oblast' di Vinnycja,Vinnytsia oblast,文尼察州,文尼察州,แคว้นปกครองตนเองวินนีเซีย,ヴィーンヌィツャ州,Regiunea Vinița,فينيتسا أوبلاست,Vinnycká oblasť,Óblast de Vinnytsia,Obwód winnicki,Oblast Vinnytsja,Oblast de Vinnitsa,מחוז ויניצה
Ukraine_Volyn Oblast,Volyn Oblast,Волынская область,Oblast de Volhynie,Volyn oblast,Oblast Volyn,볼린 주,Volyn oblast,Volın Oblastı,Волинська область,Volyn,Volinyi terület,Oblast Wolhynien,Volynian alue,Volyňská oblast,Oblast' di Volinia,Volyn oblast,沃倫州,沃伦州,แคว้นปกครองตนเองโวลิน,ヴォルィーニ州,Regiunea Volîn,فولين أوبلاست,Volynská oblasť,Óblast de Volyn,Obwód wołyński,Oblast Wolynië,Oblast de Volínia,מחוז ווהלין
Ukraine_Zakarpattia Oblast,Zakarpattia Oblast,Закарпатская область,Oblast de Transcarpatie,Zakarpatska oblast,Oblast Zakarpattia,자카르파탸 주,Zakarpattia oblast,Zakarpatya Oblastı,Закарпатська область,"Zakarpattia Oblast, Ukraine",Kárpátalja,Oblast Transkarpatien,Taka-Karpatian alue,Zakarpatská oblast,Oblast' di Transcarpazia,Zakarpattja oblast,外喀爾巴阡州,外喀尔巴阡州,แคว้นปกครองตนเองซาคาร์พาเทีย,ザカルパッチャ州,Regiunea Transcarpatia,زاكارباتيا أوبلاست,Zakarpatská oblasť,Óblast de Zakarpatia,Obwód zakarpacki,Oblast Transkarpatië,Oblast da Transcarpátia,זקרפטיה
Ukraine_Zaporizhia Oblast,Zaporizhzhya Oblast,Запорожская область,Oblast de Zaporijia,Zaporizjzja oblast,Oblast Zaporizhia,자포리자 주,Zaporizjzja oblast,Zaporijya Oblastı,Запорізька область,Zaporizhia,Zaporizzsjai terület,Oblast Saporischschja,Zaporižžjan alue,Záporožská oblast,Oblast' di Zaporižžja,Zaporizjzja oblast,扎波羅熱州,扎波罗热州,แคว้นปกครองตนเองซาพอริซาซา,ザポリージャ州,Regiunea Zaporoje,زابوروجييه أوبلاست,Záporožská oblasť,Óblast de Zaporiyia,Obwód zaporoski,Oblast Zaporizja,Oblast de Zaporíjia,מחוז מחוז זפורוז'יה
Ukraine_Zhytomyr Oblast,Zhytomyr Oblast,Житомирская область,Oblast de Jytomyr,Zjitomir oblast,Oblast Zhytomyr,지토미르 주,Zjytomyr oblast,Jitomir Oblastı,Житомирська область,Zhytomyr,Zsitomir megye,Oblast Schytomyr,Žytomyrin alue,Žytomyrská oblast,Oblast' di Žytomyr,Zjytomyr oblast,日托米爾州,日托米尔州,แคว้นปกครองตนเองไซโตไมร์,ジトームィル州,Regiunea Jîtomîr,زيتومير أوبلاست,Žytomyrská oblasť,Óblast de Zhytomyr,Obwód żytomierski,Oblast Zjytomyr,Oblast de Jitomir,מחוז ז'יטומיר
United Arab Emirates,United Arab Emirates,Объединённые Арабские Эмираты,Émirats arabes unis,Forenede Arabiske Emirater,Uni Emirat Arab,아랍에미리트,Förenade Arabemiraten,Birleşik Arap Emirlikleri,Об'єднані Арабські Емірати,Các Tiểu vương quốc Ả Rập Thống nhất,Egyesült Arab Emírségek,Vereinigte Arabische Emirate,Yhdistyneet arabiemiirikunnat,Spojené arabské emiráty,Emirati Arabi Uniti,De forente arabiske emirater,阿拉伯聯合酋長國,阿拉伯联合酋长国,สหรัฐอาหรับเอมิเรตส์,アラブ首長国連邦,Emiratele Arabe Unite,الإمارات العربية المتحدة,Spojené arabské emiráty,Emiratos Árabes Unidos,Zjednoczone Emiraty Arabskie,Verenigde Arabische Emiraten,Emirados Árabes Unidos,איחוד האמירויות הערביות
United Kingdom,United Kingdom,Великобритания,Royaume-Uni,Storbritannien,Britania Raya,영국,Storbritannien,Birleşik Krallık,Велика Британія,Vương quốc Liên hiệp Anh và Bắc Ireland,Egyesült Királyság,Vereinigtes Königreich,Yhdistynyt kuningaskunta,Spojené království,Regno Unito,Storbritannia,英國,英国,สหราชอาณาจักร,イギリス,Regatul Unit al Marii Britanii și al Irlandei de Nord,المملكة المتحدة,Spojené kráľovstvo,Reino Unido,Wielka Brytania,Verenigd Koninkrijk,Reino Unido,הממלכה המאוחדת
